Shallow Creek Cult (2013), Action| Horror| Thriller,18-Aug-13,USA,NOT RATED,4,71 min,English,,"Directed by King Jeff. With Gorio, King Jeff. In this found video footage horror genre feature, two brothers, Getty and Jessie Carmichael, drive 90 miles to Shallow Creek, Louisiana to honor their deceased grandfather's final request to spread his ashes over the Shallow Creek camp site pond. After the ceremony, they stumble across a viciously cannibalistic and mysterious cult, presumed responsible for the bloody massacres of various Shallow ..."
Dug Up (2013), Comedy| Horror,24-Oct-13,USA,R,6.6,84 min,English,,"Directed by Dustin Rikert. With Paul McCarthy-Boyington, William Shockley, Greg Travis, Nicole Herold. Chaos takes over a rural town after a trio of residents accidentally conjure a zombie outbreak."
Dawn's Early Light (2013), Horror,4-May-13,USA,,7.6,,English,,"Directed by Angel Lebon. With Brian James Southard, Christina Collard, Dan Lynn. A down and out soldier is not adjusting well to civilian life and his marriage is on the verge of collapse. When one fateful day the sun changes color and emits an eerie yellow/green light that causes frightening shadow creatures to swarm his home. It is in this day that he must step up and defend his wife and baby girl or die trying."
The Purgation (2015), Drama| Horror| Thriller,2-Apr-15,USA,TV-MA,3,86 min,English,,"Directed by Elaine Chu. With Tiffany Kieu, Kat Johnston, Kate Dauphin, Tom Walsh. Iris thinks she's going crazy. To stay sane, she must confront her past by revisiting the site of a childhood trauma - the old county asylum."
Killer Holiday (2013), Horror| Thriller,5-Nov-13,USA,R,3.1,103 min,English,"$1,000,000 ","Directed by Marty Thomas. With Michael Copon, Rachel Lara, Julia Beth Stern, Alex Mandel. A startling motive is revealed when psychotic killer Melvin 'Spider' Holiday stalks 8 unsuspecting teenage victims lured to an abandoned amusement park off old Route 66."
Altered (2014), Horror| Thriller,2014,USA,,6.6,100 min,English,"$300,000 ","Directed by Kely McClung. With Robert Pralgo, Kely McClung, Amanda Dreschler, Stan Harrington. A young undercover cop fights to control a constantly changing reality while trying to maintain her own grip on sanity when she joins the hunt for a brutal serial killer."
Bangkok 13 Muang Kon Tai (2016), Horror,17-Mar-16,Thailand,,3.8,,Thai,,"Directed by Dulyasit Niyomgul. With Worarat Karnjanarat, Thodsapol Siriwiwat, Theeradanai Suwannahom. Pia has a sixth sense which enables her to see the supernatural. She joins a paranormal TV show to know more about her ""gift"" and the team works with her to unlock the 13 haunted secrets in Bangkok."
Exorcist: The Fallen (2014), Horror,31-Aug-14,USA,,3.4,81 min,English,,"Directed by Garrett Benach. With Tara Marie Kirk, Rollyn Stafford, Just N. Time, Todd A. Robinson. A young girl and her family go through a horrifying reality while she becomes possessed by demonic forces. Throughout the film we experience the ways a family deals with situations beyond their control and how they fight to overcome them. Only when the possession takes place does the family bond get stronger and the relationships between them get tested to their limits."
Ombis: Alien Invasion (2013), Action| Horror| Sci-Fi| Thriller,18-May-13,USA,,3.6,85 min,English,"$36,000 ","Directed by Adam R. Steigert. With Richard Satterwhite, Jason John Beebe, Sara Manzella, Alexander S. McBryde. Peaceful, rustic Metzburgh is a quiet village which was a former industrial town whose glory days are long past after the collapse of Metzburgh Grain. Teenager Mark Lowe (Jason John Beebe) and his ex-girlfriend Lucy Greenheart (Sarah Manzella) are stuck in a lovers quarrel when a meteorite crash lands in the passive community. Glen (Robert Bozek ), an ex-employee of the grain silos who became ..."
Yendha Nerathilum (2017), Horror,21-Jul-17,India,,,,Tamil,"  INR 25,000,000  ","Directed by MuthuKumar. With Yashmith, Ramakrishnan, Leema Babu, Sandra Amy."
Rise of the Legend (2017), Horror,6-Jan-17,USA,,,,English,,"Directed by Tim Becker. With Joe Hammerstone, Kyle Lee."
The Demon Inside (2017), Horror| Thriller,16-May-17,USA,,6,95 min,English,,"Directed by Joey Moran. With Crystal Cook, Lance Eakright, Jake Ryan Hull, John Kviklys. Years after his release from jail, Sam Parsons is trying to build the his life with his wife Courtney and their young daughter Harper. He works hard to provide for his family and afford their beautiful home in their quiet suburban neighborhood. When supernatural occurrences start to happen in the house, Sam fears for the safety of his wife and daughter. When the occurrences turn into attacks, Sam..."
Horror House on Highway 6 (2014), Horror,4-Nov-14,USA,NOT RATED,3.9,86 min,English,"$100,000 ","Directed by Richard Casey. With Joanna Bartling, Misty Madden, Sean McCracken, Brian Papson. A college student is injured by a malfunctioning soda machine on Highway 6. His fellow students take him to a doctor who lives in a basement bomb shelter and awaits the second coming of Elvis Presley. They can't leave, and a killer stalks them with an ax."
2 Die For (2017), Horror,31-Oct-17,UK,,,,English,,"Directed by Kieran Johnston, Alain Juteau, Jackson Batchelor. With Jodi Moore Lewis, Jennifer Nangle, Angel Connell, Hunter Johnson."
Fagyott május (2017), Horror| Sci-Fi| Thriller,5-May-17,Hungary,,5.9,72 min,Hungarian|English,,"Directed by Péter Lichter. With Benjámin Lichter, Hanna Pálos. 1990, after the fall. A man struggles to survive in the forest, living alone in a small cabin. One day he spots a mysterious child in an abandoned summer camp."
Iron Wolf (2013), Horror,13-Sep-13,Germany,,2.6,93 min,English,,"Directed by David Brückner, Jens Nier. With Carolina Rath, Roland Freitag, Hannes Sell, Caterina Döhring. Lost in time, it lurks in the darkness, only to return again."
Within These Walls (2015), Horror,26-Sep-15,USA,,6.6,95 min,English,,"Directed by James Adam Tucker. With Kelsey Zukowski, Laura Mortensen, Felissa Rose, Marv Blauvelt. A prisoner in her own home, a captive in her own body. Assaulted and trapped with no one to hear her cries for help...and knowing no one will believe her if they do. This is the terrifying reality Alaina finds herself in when she moves in to the house her mother died in. At first she thinks it's the loss of her mother that is haunting her, but she is soon shown it is something far more malicious ..."
Pretty Dead (2013), Drama| Horror,1-Aug-13,USA,NOT RATED,4.5,77 min,English,,"Directed by Benjamin Wilkins. With Carly Oates, Ryan Shogren, Quantae Love, Heather Anne Wood. After killing and cannibalizing several men and being found unfit for trial, Regina Stevens desperately tried to convince her psychiatric caregivers that she wasn't mentally ill, but was in fact slowly becoming a real life zombie."
Clementina (2017), Drama| Horror,28-Oct-17,Mexico,,,90 min,Spanish,,"Directed by Jimena Monteoliva. With Emiliano Carrazzone, Cecilia Cartasegna, Susana Varela."
Pengantin Malam (2014), Horror,19-Jun-14,Malaysia,,7.7,,Malay,,"Directed by Eyra Rahman. With Nora Danish, Nina Iskandar, Farid Kamil."
Main Street Meats (2017), Horror,13-Aug-17,USA,,8.1,110 min,English,,"Directed by Jeff Lyon. With Morgan Boland, Steve Golla, Stacey Weber, Don Markus. A family-run meat shop struggling to survive stumbles onto the secret of success - and is obliged to keep up with insatiable customer demand."
Mary Loss of Soul (2014), Horror| Thriller,29-Oct-15,USA,NOT RATED,4,89 min,English,"$700,000 ","Directed by Jennifer B. White. With José Zúñiga, Kaylee Bryant, Catherine Black, Anne Bex. Part of Mary's soul has been ripped from her body. After vanishing from her family's lake house, the 15 year-old returns without any memory of the traumatic events she experienced. Even while a nefarious mystery surrounds its circumstance-and a wrathful spirit begins haunting them-the Solis family's biggest fear is watching Mary unbecome. And knowing they must find her soul before time runs out."
Z-Office (2017), Action| Comedy| Horror,1-Mar-17,Germany,,5.1,47 min,German,"  €6,000  ","Directed by Douglas Stahl. With Nikolai Will, Alexandra Schiller, Klaus Thiel-Klenner, Florian Simbeck. 1986 - A weird disease is changing office employees into mindless aggressive Zombies but everything Karl cares about is that he may lose his beloved office desk job."
Dead Man Tells His Own Tale (2016), Comedy| Fantasy| Horror,22-Sep-16,Argentina,,4.4,90 min,Spanish,,"Directed by Fabián Forte. With Diego Gentile, Mariana Anghileri, Emilia Attías, Damián Dreizik. A sisterhood of Celtic goddesses have under their control men who have attacked somehow the female gender. Angel is addicted to women, his life will turn into a calvary as he become slave of their plan to install the universal matriarchy."
Curse of the Slasher Nurse (2017), Horror,2017,USA,,,,English,"$6,000 ","Directed by David Kerr. With Robert Arans, Clinton Baysinger, Will Darnell, Zach Darnell. A group of friends head out to a friend's cabin in the woods for a weekend of drinking and partying. In a secluded paradise, the friends start to unwind and it looks like it's going to be a weekend they'll never forget. But when a scary story about a deranged psychopathic woman dressed in a nurses outfit becomes more than just fiction, they'll have to fight to make it out alive."
Kidnapped Souls (2012), Horror,28-Feb-13,Peru,UNRATED,4.2,86 min,English,,"Directed by Juan Frausto. With Jose Yenque, Noel Gugliemi, Neil Brown Jr., Delilah Cotto. LA detectives are on the hunt for a mysterious serial killer who kidnaps and kills his victims. Their hopes of catching the killer are slim, as the detectives can't find a single shred of evidence. They finally get a break on the case when one surviving victim escapes from the killer's deadly clutches. In this chilling thriller, watch events unfold as the killer exposes the dark secrets of his ..."
Dhilluku Dhuddu (2016), Comedy| Horror,7-Jul-16,India,,5.3,160 min,Tamil,,"Directed by Rambala, Rambala. With Santhanam, Shanaya, Karunas, Mottai Rajendra. The film is a love story with elements of horror. The protagonist is a man who shows off his bravery and also manages to scare ghosts."
The Year After Infection (2012), Horror,2012,USA,,4.6,,English,,"Directed by Antonio E. Greco. With Trinka, Stan Davis, James Eason, Nichole Fischer. Four stories, represented by each season, with diverse groups of people and the challenges they face after a zombie apocalypse. Trying to create a new life under the most dire of circumstances and dealing with letting go of their former lives, while coping with the constant danger of the infected. Will they survive? Will they want to?"
Oh My Zombie! (2016), Comedy| Horror,5-Nov-16,Japan,,3.9,90 min,Japanese,,"Directed by Yoshihiro Kamimoto. With Riku Hagiwara, Akihiro Kakuta, Marie Machida, Reiya Masaki. Five years have passed since Japan's Great Zombie Panic. The confusion of those days is gone and people have finally regained their ordinary, peaceful lives. One day, out of nowhere, a zombie appears and becomes trapped in a house. Six people have spotted the zombie, including the home-owner couple, a cheeky high school boy, a boring small-factory owner, a suspicious young intern and a woman who ..."
Factory of Paranormal (2017), Horror,13-Jul-17,USA,,,72 min,,,"Directed by Jeff Profitt. With Jeff Profitt, Lauren Reinas, Lindsay Mason. An old factory full of paranormal activity."
Unholy Ground (2016), Horror,14-May-16,Germany,,6.2,,German,"  €6,000  ","Directed by Günther Brandl. With Jürgen Lill, Nadja Holz, Monika Brandl, Thomas Pill. A Swedish village in the 18th Century: the seemingly idyll is disturbed by a group of soldiers they appear to beware their heavily injured comrade from death. Despite of first hospitality the arrivals notice that the villagers are not only devout, it seems that they hide a dark secret. As the mysterious events become more frequent, the suspicion stays inevitable: some villagers seem to believe in..."
The Eschatrilogy: Book of the Dead (2012), Fantasy| Horror,19-Feb-14,Philippines,NOT RATED,5.2,103 min,English,"  £5,000  ","Directed by Damian Morter. With Stuart Wolfenden, Sarah-Jane Honeywell, Damian Morter, Sam Cullingworth. An anthology of three movies set within the zombie genre."
Paranormal Extremes: Text Messages from the Dead (2015), Drama| Horror,1-May-15,USA,NOT RATED,2.3,102 min,English,"$500,000 ","Directed by Ted V. Mikels. With Colie Knoke, Josef Niznik, Grace LaFleur, Ted V. Mikels. Two loves are separated by a tragic accident but death cannot keep them apart. This is a haunting tale of love, life, death, and the intervention of the dead."
The Halloween Store Zombie Wedding Movie (2016), Comedy| Horror,9-Oct-16,USA,,5.4,92 min,English,"$100,000 ","Directed by Victoria Sutton. With John Delony, Amanda Varcelotti, Dean Hollis, Jessica Willis. A zombie wedding party gets locked inside a Halloween Store on Halloween night and faces the wrath of the return of the legendary, possessed cowboy, Ole Jeremiah, who means to make sure nobody gets out alive."
